"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_967_12","farm: pull weeds","pull weeds","farm","","","normbank","8","taboo","0.375"
"nb_195_9","campus: flirt with someone","flirt with someone","campus","","","normbank","68","normal","0.676"
"nb_153_37","shopping mall: take off your shoes","take off your shoes","shopping mall","","","normbank","20","taboo","0.5"
"nb_969_78","ballroom: dip your partner","dip your partner","ballroom","","","normbank","24","normal","0.542"
"nb_970_21","balloon festival: fly near trees","fly near trees","balloon festival","","","normbank","11","normal","0.545"
"nb_971_79","boat: cook food","cook food","boat","","","normbank","8","taboo","0.625"
"nb_273_23","basement: play tag","play tag","basement","","","normbank","6","expected","0.333"
"nb_973_44","auditorium: prepare food","prepare food","auditorium","","","normbank","11","taboo","0.455"
"nb_25_110","smoking room: sit on the floor","sit on the floor","smoking room","","","normbank","11","taboo","0.364"
"nb_974_9","campus: attend a class","attend a class","campus","","","normbank","10","taboo","0.4"
"nb_263_11","doctors office: make eye contact with someone","make eye contact with someone","doctors office","","","normbank","21","expected","0.476"
"nb_975_46","arcade: ask another player out on a date","ask another player out on a date","arcade","","","normbank","22","taboo","0.545"
"nb_976_57","circus: beat an animal","beat an animal","circus","","","normbank","27","taboo","0.556"
"nb_977_60","classroom: get up and walk around","get up and walk around","classroom","","","normbank","8","normal","0.625"
"nb_978_29","church or chapel: kiss the cross","kiss the cross","church or chapel","","","normbank","32","taboo","0.375"
"nb_979_106","zoo: go inside the cages with the animals","go inside the cages with the animals","zoo","","","normbank","9","taboo","0.444"
"nb_980_115","subway platform: eat a messy food","eat a messy food","subway platform","","","normbank","10","taboo","0.6"
"nb_8_80","campsite: ride a bike","ride a bike","campsite","","","normbank","12","taboo","0.5"
"nb_326_50","restaurant: make loud noises","make loud noises","restaurant","","","normbank","15","taboo","0.6"
"nb_110_51","camera shop: chew gum","chew gum","camera shop","","","normbank","13","taboo","0.538"
"nb_402_30","bedroom: have sex","have sex","bedroom","","","normbank","28","taboo","0.571"
"nb_207_74","bank: bring a weapon","bring a weapon","bank","","","normbank","8","taboo","0.625"
"nb_981_21","balloon festival: smoke a cigar","smoke a cigar","balloon festival","","","normbank","8","normal","0.625"
"nb_982_102","gas station: ask for a drink of water","ask for a drink of water","gas station","","","normbank","8","normal","0.75"
"nb_489_120","car dealership: dance","dance","car dealership","","","normbank","10","normal","0.5"
"nb_983_100","rodeo: boo the rodeo clown","boo the rodeo clown","rodeo","","","normbank","8","normal","0.5"
"nb_472_62","museum: talk loudly","talk loudly","museum","","","normbank","20","normal","0.45"
"nb_984_127","tent: play with a ouija board","play with a ouija board","tent","","","normbank","13","taboo","0.538"
"nb_985_22","park: roll around","roll around","park","","","normbank","35","taboo","0.457"
"nb_198_3","banquet hall: wear a tank top","wear a tank top","banquet hall","","","normbank","177","normal","0.514"
"nb_57_74","bank: eat food","eat food","bank","","","normbank","21","taboo","0.571"
"nb_986_71","backyard: leave the hose running","leave the hose running","backyard","","","normbank","15","taboo","0.733"
"nb_32_62","museum: drink alcohol","drink alcohol","museum","","","normbank","9","taboo","0.444"
"nb_987_66","hospital: take a child","take a child","hospital","","","normbank","16","expected","0.438"
"nb_988_28","apartment: have a pet","have a pet","apartment","","","normbank","18","normal","0.611"
"nb_489_81","cinema: dance","dance","cinema","","","normbank","10","taboo","0.5"
"nb_989_76","kindergarden: ask to use the restroom","ask to use the restroom","kindergarden","","","normbank","11","expected","0.545"
"nb_223_104","cornfield: hold hands with someone","hold hands with someone","cornfield","","","normbank","22","normal","0.5"
"nb_140_25","art gallery: wear a dress","wear a dress","art gallery","","","normbank","7","expected","0.429"
"nb_548_46","arcade: beg","beg","arcade","","","normbank","18","taboo","0.611"
"nb_990_58","garage: play with chemicals","play with chemicals","garage","","","normbank","16","taboo","0.562"
"nb_991_1","cafe: smelling someone else's food","smelling someone else's food","cafe","","","normbank","15","taboo","0.533"
"nb_992_128","telephone booth: breastfeed","breastfeed","telephone booth","","","normbank","55","normal","0.818"
"nb_993_43","gym: have your phone out","have your phone out","gym","","","normbank","11","normal","0.455"
"nb_110_89","gun shop: chew gum","chew gum","gun shop","","","normbank","12","normal","0.667"
"nb_109_55","taxi: sing","sing","taxi","","","normbank","12","normal","0.583"
"nb_995_28","apartment: use the microwave to cook","use the microwave to cook","apartment","","","normbank","12","normal","0.583"
"nb_996_31","ski resort: slap someone on the butt","slap someone on the butt","ski resort","","","normbank","18","normal","0.5"
"nb_997_72","animal shelter: shower the animals","shower the animals","animal shelter","","","normbank","9","taboo","0.444"
"nb_998_19","country road: drive at high speeds","drive at high speeds","country road","","","normbank","37","taboo","0.622"
"nb_999_3","banquet hall: give speeches about communism","give speeches about communism","banquet hall","","","normbank","13","expected","0.385"
"nb_431_28","apartment: leave food out","leave food out","apartment","","","normbank","6","taboo","0.5"
"nb_472_106","zoo: talk loudly","talk loudly","zoo","","","normbank","9","normal","0.556"
"nb_150_96","locker room: talk about mental health","talk about mental health","locker room","","","normbank","12","normal","0.583"
"nb_1000_82","dance studio: cross your arms","cross your arms","dance studio","","","normbank","26","expected","0.538"
"nb_57_5","tattoo studio: eat food","eat food","tattoo studio","","","normbank","17","normal","0.412"
"nb_1001_52","bar: pay for your tab","pay for your tab","bar","","","normbank","11","expected","0.455"
"nb_1002_28","apartment: take a bath","take a bath","apartment","","","normbank","5","normal","0.4"
"nb_1003_28","apartment: raise animals inside","raise animals inside","apartment","","","normbank","19","normal","0.526"
"nb_115_36","beach: read a book","read a book","beach","","","normbank","13","taboo","0.385"
"nb_1004_116","desert: walk across","walk across","desert","","","normbank","28","taboo","0.357"
"nb_1005_116","desert: build a resort","build a resort","desert","","","normbank","27","taboo","0.704"
"nb_407_5","tattoo studio: draw blood","draw blood","tattoo studio","","","normbank","9","taboo","0.778"
"nb_277_13","drugstore: cry","cry","drugstore","","","normbank","26","normal","0.577"
"nb_1006_28","apartment: mop the floor","mop the floor","apartment","","","normbank","23","taboo","0.435"
"nb_359_60","classroom: scream","scream","classroom","","","normbank","15","taboo","0.533"
"nb_359_14","bathroom: scream","scream","bathroom","","","normbank","7","taboo","0.429"
"nb_1007_29","church or chapel: wear a leather belt","wear a leather belt","church or chapel","","","normbank","21","normal","0.667"
"nb_1008_64","copy center: make a copy of a copyrighted work","make a copy of a copyrighted work","copy center","","","normbank","20","taboo","0.45"
"nb_1009_33","darkroom: use a enlarger","use a enlarger","darkroom","","","normbank","17","taboo","0.471"
"nb_325_76","kindergarden: throw a tantrum","throw a tantrum","kindergarden","","","normbank","11","taboo","0.455"
"nb_1010_87","forest: stay overnight","stay overnight","forest","","","normbank","11","normal","0.455"
"nb_1011_61","kitchen: put raw garlic in a dish","put raw garlic in a dish","kitchen","","","normbank","8","taboo","0.375"
"nb_1012_56","post office: lick a stamp","lick a stamp","post office","","","normbank","15","taboo","0.467"
"nb_1013_88","bookstore: leave someone unattended","leave someone unattended","bookstore","","","normbank","18","taboo","0.333"
"nb_1014_89","gun shop: test fire a gun","test fire a gun","gun shop","","","normbank","17","taboo","0.471"
"nb_1015_79","boat: have a fire extinguisher","have a fire extinguisher","boat","","","normbank","15","taboo","0.733"
"nb_1016_21","balloon festival: take a picture with a balloon","take a picture with a balloon","balloon festival","","","normbank","9","taboo","0.556"
"nb_1017_88","bookstore: hang out for long periods of time without buying something","hang out for long periods of time without buying something","bookstore","","","normbank","12","normal","0.5"
"nb_1018_106","zoo: feed the animals by hand","feed the animals by hand","zoo","","","normbank","15","taboo","0.533"
"nb_1019_86","bakery: use something made of plastic","use something made of plastic","bakery","","","normbank","7","taboo","0.429"
"nb_225_81","cinema: talk about politics","talk about politics","cinema","","","normbank","15","normal","0.4"
"nb_276_31","ski resort: sleep","sleep","ski resort","","","normbank","12","taboo","0.5"
"nb_1020_67","clothing store: buy clothing made in a different country","buy clothing made in a different country","clothing store","","","normbank","15","normal","0.8"
"nb_1021_30","bedroom: check phone messages","check phone messages","bedroom","","","normbank","17","taboo","0.412"
"nb_1022_0","construction site: ask someone for a date","ask someone for a date","construction site","","","normbank","16","taboo","0.562"
"nb_1023_43","gym: get an erection","get an erection","gym","","","normbank","13","normal","0.538"
"nb_129_89","gun shop: yell","yell","gun shop","","","normbank","13","normal","0.538"
"nb_44_59","barber shop or beauty salon: make small talk with someone","make small talk with someone","barber shop or beauty salon","","","normbank","15","expected","0.333"
"nb_1024_77","courthouse: give someone a hug","give someone a hug","courthouse","","","normbank","27","taboo","0.63"
"nb_1025_10","grocery store: bless the cashier","bless the cashier","grocery store","","","normbank","9","normal","0.556"
"nb_1026_70","altar: smoke tobacco or burn incense","smoke tobacco or burn incense","altar","","","normbank","11","taboo","0.545"
"nb_1027_49","amusement park: go on a rollercoaster","go on a rollercoaster","amusement park","","","normbank","17","taboo","0.529"
"nb_277_112","garden: cry","cry","garden","","","normbank","16","normal","0.562"
"nb_1028_60","classroom: arrive late","arrive late","classroom","","","normbank","19","taboo","0.526"
"nb_1029_54","crime scene: get the victim's side of the story","get the victim's side of the story","crime scene","","","normbank","19","taboo","0.579"
